Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23
,女童睡衣裤,Girls' pajamas,6108310010,39269099000,0.15,0.13,,,烫金纸,Gilding paper,3926409000,580631900000,0.09,0,0.01,0.13,,打草机线轴,Mower spool,8433.90.10,16.00,0.21,0.03
,女式长袖睡衣,Women's long-sleeved pajamas,6108310010,39269099000,0.15,0.13,,,贴钻条,Stick drill strips,3926409000,580631900000,0.09,0,0.01,0.13,,割草机气帽,Lawn mower air cap,8433.90.10,16.00,0.21,0.03
,女童睡衣及睡裤,Girls' pajamas and pajama pants,6108310010,39269099000,0.15,0.13,,,包装彩带,Wrapping ribbons,3926409000,580631900000,0.09,0,0.01,0.13,,割草机拉杆端部,Lawnmower pull rod end,8433.90.10,16.00,0.21,0.03
,睡袍,Night gown,6108320090,39269099000,0.15,0.13,,,装饰彩带,Decorative streamers,3926409000,580631900000,0.09,0,0.01,0.13,,割草机惰轮,Lawn mower idler wheel,8483.10.90,16.00,0.21,0.03
,睡裙,Nightdresses,6108320090,39269099000,0.15,0.13,,,礼品装饰带,Gift decorating tape,3926409000,580631900000,0.09,0,0.01,0.13,,割草机油箱,Lawn mower fuel tank,8708.99.10,00.00,0.21,0.03
,刺绣睡衣,Embroidered pajamas,6108320090,39269099000,0.15,0.13,,,粘合衬,Adhesive interlining,5602210000,580631900000,0.09,0,0.01,0.13,,转速表,tachometer,9029.20.20,18.00,0.21,0.03
,女士睡衣,Women's pajamas,6108320090,39269099000,0.15,0.13,,,衬布,Lining cloth,5603110000,580631900000,0.09,0,0.01,0.13,,皮带切割机,Belt cutter,8205.59.00,18.00,0.21,0.03
,女童睡衣,Girls' pajamas,6108320090,39269099000,0.15,0.13,,,衬里,Lining,5603140000,580631900000,0.09,0,0.01,0.13,,铲皮机,Peeling machine,8453.10.90,02.00,0.105,0
,女式睡衣套,Women's pajama sets,6108320090,39269099000,0.15,0.13,,,编带,Braided tape,5603920000,580631900000,0.09,0,0.01,0.13,,砂磨机,Sander,8465.92.90,12.60,0.105,0
,女童睡衣套,Pajama sets for girls,6108320090,39269099000,0.15,0.13,,,过滤带,Filter tape,5804100000,580631900000,0.09,0,0.01,0.13,,测径器,caliper,9017.30.20,18.00,0.21,0.03
,卡通连体睡衣,Cartoon one-piece pajamas,6108320090,39269099000,0.15,0.13,,,缎带,Ribbon,5804210000,580631900000,0.09,0,0.01,0.13,,数显卡尺,Digital calipers,9017.30.20,18.00,0.21,0.03
,女式连体睡衣,Women's one-piece pajamas,6108320090,39269099000,0.15,0.13,,,纺织辅料,Textile accessories,5804210000,580631900000,0.09,0,0.01,0.13,,套装卡尺,Set calipers,9017.30.20,18.00,0.21,0.03
,女式无袖睡衣,Women's sleeveless pajamas,6108320090,39269099000,0.15,0.13,,,布条,Strips of cloth,5806310000,580631900000,0.09,0,0.01,0.13,,游标卡尺,Vernier calipers,9017.30.20,18.00,0.21,0.03
,睡衣及睡衣裤,Pajamas and pyjamas,6108320090,39269099000,0.15,0.13,,,服装衬布,Clothing interlining,5901909000,580631900000,0.09,0,0.01,0.13,,刻度计,Scale gauge,9017.30.20,18.00,0.21,0.03
,女式连体睡衣裤,Women's romper pajamas,6108320090,39269099000,0.15,0.13,,,四合扣织带,Quad buckle webbing,6117809000,580631900000,0.09,0,0.01,0.13,,标尺,Ruler,9017.30.90,18.00,0.21,0.03
,女式睡衣裤套装,Women's pajamas set,6108320090,39269099000,0.15,0.13,,,装饰手机,decorative cell phone,3926409000,580631900000,0.09,0,0.01,0.13,,环规,Ring gauge,9017.30.90,18.00,0.21,0.03
,女童连体睡衣裤,Girls' romper pajamas,6108320090,39269099000,0.15,0.13,,,装饰水钻,decorative rhinestones,3926409000,580631900000,0.09,0,0.01,0.13,,量具,Measuring tools,9017.30.90,18.00,0.21,0.03
,女式短睡裤,Women's short pajama pants,6108390000,39269099000,0.15,0.13,,,彩带拉花,ribbon latte,3926409000,580631900000,0.09,0,0.01,0.13,,量块规,Amount of gauge block,9017.30.90,18.00,0.21,0.03
,家居服套装,Homewear set,6108390000,39269099000,0.15,0.13,,,窗帘绑带,curtain ties,3925900019,580631900000,0.09,0,0.01,0.13,,测量量规,Measuring gauges,9017.30.90,18.00,0.21,0.03
,睡衣裤套装,Pyjamas set,6108390000,39269099000,0.15,0.13,,,织带,Webbing,3921110000,580632900000,0.09,0,0.01,0.13,,套装量具,Measuring kit,9017.30.90,18.00,0.21,0.03
,女童装睡裤,Pajama pants for girls,6108920000,39269099000,0.15,0.13,,,包装带,Wrapping tape,3921120000,580632900000,0.09,0,0.01,0.13,,钢尺,Ruler,9017.30.90,18.00,0.21,0.03
,家居服,Loungewear,6108990000,39269099000,0.15,0.13,,,带子,Straps,3921130090,580632900000,0.09,0,0.01,0.13,,量块,Measuring block,9017.30.90,18.00,0.21,0.03
,女童睡裤,Pajama pants for girls,6208210000,39269099000,0.15,0.13,,,吊裤带,Suspenders,6212900000,580632900000,0.09,0,0.01,0.13,,米尺,Meter ruler,9017.30.90,18.00,0.21,0.03
,女式睡衣睡裤,Women's pajama pants,6208220000,39269099000,0.15,0.13,,,男式背带,Suspenders for men,6212900000,580632900000,0.09,0,0.01,0.13,,软尺,Flexible ruler,9017.30.90,18.00,0.21,0.03
,长睡衣,Long Pajamas,6208290000,39269099000,0.15,0.13,,,尼龙带,Nylon tape,3916900000,580632900000,0.09,0,0.01,0.13,,折尺,Folding ruler,9017.30.90,18.00,0.21,0.03
,棉制针织女式睡衣,cotton knit women's pajamas,6108310010,39269099000,0.15,0.13,,,顶带,top band,3920490000,580632900000,0.09,0,0.01,0.13,,量衣尺,Clothes measuring stick,9017.30.90,18.00,0.21,0.03
,人造纤维针织女式睡衣,man-made fiber knit women's pajamas,6108390000,39269099000,0.15,0.13,,,吉他背带,guitar straps,3924900059,580632900000,0.09,0,0.01,0.13,,测量带尺,Measuring tape ruler,9017.30.90,18.00,0.21,0.03
,涤纶制针织女式睡衣,Polyester knit women's pajamas,6108390000,39269099000,0.15,0.13,,,学步带,toddler belt,6212900000,580632900000,0.09,0,0.01,0.13,,测量器具,Measuring instruments,9017.30.90,18.00,0.21,0.03
,锦纶制针织女式睡衣,nylon knit women's pajamas,6108390000,39269099000,0.15,0.13,,,连接带,connecting tape,3926901000,580632900000,0.09,0,0.01,0.13,,深度尺,The depth of the foot,9024.10.90,12.60,0.105,0
,棉制针织女式内衣,cotton knit women's underwear,6108910000,39269099000,0.15,0.13,,,装饰布片,Decorative cloth piece,6307909990,580790000000,0.09,0,0.01,0.13,,机油尺,Oil gauge,9026.20.10,18.00,0.21,0.03
,人造纤维针织女式内裤,man-made fiber knit women's panties,6108990000,39269099000,0.15,0.13,,,布贴,cloth patch,5810990000,580790000000,0.09,0,0.01,0.13,,高度规,Height gauge,9031.80.60,12.60,0.21,0
,涤纶制针织女式内裤,Polyester knit women's panties,6108290000,39269099000,0.15,0.13,,,衣贴,Clothes stickers,6117809000,580790000000,0.09,0,0.01,0.13,,螺纹规,Thread gauge,9031.80.60,12.60,0.21,0
,锦纶制针织女式内裤,nylon knit women's panties,6108290000,39269099000,0.15,0.13,,,装饰布贴,Decorative cloths,6304931000,580790000000,0.09,0,0.01,0.13,,百分表,Dial indicator,9031.80.60,12.60,0.21,0
,男式背心,Men's vest,6207999000,39269099000,0.15,0.13,,,流苏,Tassels,5808900000,580890000000,0.09,0,0.01,0.13,,计量器,Gauge,9031.80.60,12.60,0.21,0
,球座,Tee,3926901000,39269099000,0.15,0.13,,,装饰金葱线,decorative gold scallion thread,3926409000,580890000000,0.09,0,0.01,0.13,,量脚器,Quantity of machine,9031.80.60,12.60,0.21,0
,尺码,Size,3926901000,39269099000,0.15,0.13,,,装饰珍珠,decorative pearls,3926409000,580890000000,0.09,0,0.01,0.13,,身高尺,Height measure,9031.80.60,12.60,0.21,0
,女童半背心,Half tank top for girls,6109100012,39269099000,0.15,0.13,,,纱花,Gauze flower,6702901000,580900000000,0.09,0,0.01,0.13,,轮胎深度尺,Tire depth gauge,9031.80.60,12.60,0.21,0
,女士背心,Tank tops for women,6109100012,39269099000,0.15,0.13,,,切割轮,cutting wheel,6804220000,580900000000,0.09,0,0.01,0.13,,标准环,Standard ring,9017.30.90,18.00,0.21,0.03
,儿童汗衫,Undershirt for kids,6109100012,39269099000,0.15,0.13,,,帆布,canvas,5901100000,590190000000,0.05,0,0.01,0.13,,测量尺,Measuring stick,9017.30.90,18.00,0.21,0.03
,男童汗衫,Boys' undershirts,6109100012,39269099000,0.15,0.13,,,手柄盒盖,Handle box cover,3926901000,590310000000,0.05,0,0.01,0.13,,工件台,Work table,9017.30.90,18.00,0.21,0.03
,男士背心,Tank top for men,6109100012,39269099000,0.15,0.13,,,修理包,Repair kit,4016931990,590310000000,0.05,0,0.01,0.13,,尺子套装,Ruler set,9017.30.90,18.00,0.21,0.03
,男式汗衫,Men's undershirt,6109100012,39269099000,0.15,0.13,,,地布,floor cloth,3918909090,590310000000,0.05,0,0.01,0.13,,表盖,Watch cover,9029.90.10,16.00,0.21,0.03
,女式汗衫,Women's undershirts,6109100012,39269099000,0.15,0.13,,,握把带,The grip with,4205000000,590699900000,0.09,0,0.01,0.13,,表盘,Watch face,9029.90.10,16.00,0.21,0.03
,女童汗衫,Girls' undershirt,6109100012,39269099000,0.15,0.13,,,背景布,backdrop,5603920000,590700000090,0,0,0.01,0.13,,滑车,tackle,8425.11.00,35.00,0.105,0
,女式吊带衫,Halter tops for women,6109100012,39269099000,0.15,0.13,,,烛芯,candlewick,5908009000,590800000000,0.05,0,0.01,0.13,,绞盘,Winch,8425.19.90,12.60,0.105,0
,女童吊带背心,Tank tops for girls,6114200000,39269099000,0.15,0.13,,,毛毡片,Felt sheet,5602210000,591110000000,0.05,0,0.01,0.13,,紧线器,Wire tightener,8425.31.90,12.60,0.105,0
,弹力吊带衫,Stretch halter tops,6114200000,39269099000,0.15,0.13,,,毛毡条,Felt strips,5602210000,591110000000,0.05,0,0.01,0.13,,绞车,Winch,8425.31.90,12.60,0.105,0
,女士无袖衬衫,Women's sleeveless shirt,6206400000,39269099000,0.15,0.13,,,羊毛毡,Wool felt,5602210000,591110000000,0.05,0,0.01,0.13,,绞缆机,Winch,8425.31.90,12.60,0.105,0
,棉制针织男式T恤衫,cotton knit men's T-shirt,6109100012,39269099000,0.15,0.13,,,蒸布,steaming cloth,6302930000,591140000000,0,0,0.01,0.13,,液压千斤顶,Hydraulic jacks,8425.42.00,18.00,0.21,0.03
,棉制针织男式背心,cotton knit men's vest,6109100012,39269099000,0.15,0.13,,,缓冲材料,Cushioning material,3920990000,591190000090,0,0,0.01,0.13,,汽车升降机,Car lift,8425.42.00,18.00,0.21,0.03
,人造纤维针织女式开襟衫,man-made fiber knit women's cardigan,6110900000,39269099000,0.15,0.13,,,衬垫,gasket,3920990000,591190000090,0,0,0.01,0.13,,齿轮吊,Gear hanger,8425.42.00,18.00,0.21,0.03
,涤纶制针织女式开襟衫,Polyester knit women's cardigan,6110900000,39269099000,0.15,0.13,,,缓冲带,Buffer tape,3920990000,591190000090,0,0,0.01,0.13,,卷筒,Reel,8425.42.00,18.00,0.21,0.03
,锦纶制针织女式开襟衫,nylon knit women's cardigan,6110900000,39269099000,0.15,0.13,,,抛光片,Polishing sheet,3920990000,591190000090,0,0,0.01,0.13,,吊车,A Crane,8426.19.00,12.60,0.105,0
,腈纶制针织女式开襟衫,Acrylic knit women's cardigan,6110900000,39269099000,0.15,0.13,,,缓冲器,Buffer,3922900000,591190000090,0,0,0.01,0.13,,提升机,Elevator,8428.10.00,25.00,0.105,0
,T恤,T-shirts,6203320000,39269099000,0.15,0.13,,,工具垫,Tool pads,3926901000,591190000090,0,0,0.01,0.13,,开门器,Door opener,8428.70.00,12.60,0.105,0
,儿童背心,Vest for children,6109100012,39269099000,0.15,0.13,,,抛光盘,Polishing disc,3926901000,591190000090,0,0,0.01,0.13,,盘车装置,Turning device,8428.70.00,12.60,0.105,0
,男式短袖圆领衫,Men's short-sleeved crewshirt,6109100021,39269099000,0.15,0.13,,,研磨垫,Grinding pad,3926901000,591190000090,0,0,0.01,0.13,,千斤顶底座,Jack base,8425.42.00,18.00,0.21,0.03
,男婴背心,tank top for baby boys,6209300000,39269099000,0.15,0.13,,,打蜡海绵,Waxing sponge,4016100000,591190000090,0,0,0.01,0.13,,千斤顶手柄,Jack handle,8425.42.00,18.00,0.21,0.03
,人造纤维针织男式T恤衫,man-made fiber knit men's T-shirt,6109900010,39269099000,0.15,0.13,,,抛光垫,Polishing pad,4016999090,591190000090,0,0,0.01,0.13,,上手柄,Upper handle,8428.70.00,12.60,0.105,0
,涤纶制针织男式T恤衫,Polyester knit men's T-shirt,6109900010,39269099000,0.15,0.13,,,缓冲支撑垫,Cushioning support pad,4016999090,591190000090,0,0,0.01,0.13,,控制手柄,Control handle,8431.10.90,12.60,0.21,0
,锦纶制针织男式T恤衫,nylon knit men's T-shirt,6109900010,39269099000,0.15,0.13,,,布轮,Cloth wheel,5911310000,591190000090,0,0,0.01,0.13,,千斤顶顶盘,Jack top plate,8431.10.90,12.60,0.21,0
,腈纶制针织男式T恤衫,Acrylic knit men's T-shirt,6109900010,39269099000,0.15,0.13,,,清洁盘,Cleaning dish,8514900000,591190000090,0,0,0.01,0.13,,压盘,platen,8431.10.90,12.60,0.21,0
,氨纶制针织男式T恤衫,spandex knit men's T-shirt,6109900010,39269099000,0.15,0.13,,,绝缘柱,Insulated posts,8546900090,591190000090,0,0,0.01,0.13,,安全罩,Safety cover,8431.10.90,12.60,0.21,0
,丝制针织男式T恤衫,silk knit men's T-shirt,6109900090,39269099000,0.15,0.13,,,打磨刷,Sanding brush,9603500000,591190000090,0,0,0.01,0.13,,刹车块,Brake blocks,8431.10.90,12.60,0.21,0
,人造纤维针织男式背心,man-made fiber knit men's vest,6109900010,39269099000,0.15,0.13,,,研磨刷,Grinding brush,9603500000,591190000090,0,0,0.01,0.13,,汽车灯配件,motor parts,8512.90.00,16.00,0.21,0.03
,涤纶制针织男式背心,Polyester knit men's vest,6109900010,39269099000,0.15,0.13,,,钻头刷,Drill brush,9603500000,591190000090,0,0,0.01,0.13,,手电筒,flashlight,8513.10.10,18.00,0.21,0.03
,腈纶制针织男式背心,Acrylic knit men's vest,6109900010,39269099000,0.15,0.13,,,缓冲垫,cushion,3918909090,591190000090,0,0,0.01,0.13,,笔灯,Pen light,8513.10.10,18.00,0.21,0.03
,棉制针织男式开襟衫,cotton knit men's cardigan,6110200091,39269099000,0.15,0.13,,,棉制针织男式便服套装,cotton knit men's leisure suit,6103220000,610120000000,0.14,0,0.01,0.13,,电筒,Flashlight,8513.10.10,18.00,0.21,0.03
,棉制针织男式马甲,cotton knit men's waistcoat,6110200091,39269099000,0.15,0.13,,,男式休闲服,men's casual wear,6114300000,610120000000,0.14,0,0.01,0.13,,小手电,Small electric flashlight,8513.10.10,18.00,0.21,0.03
,棉制针织男式套头衫,cotton knit men's pullover,6110200091,39269099000,0.15,0.13,,,男童连体衫,romper for boys,6114200000,610120000000,0.14,0,0.01,0.13,,潜水电筒,Diving torch,8513.10.10,18.00,0.21,0.03
,棉制针织女式背心,cotton knit women's vest,6109100022,39269099000,0.15,0.13,,,夹克衫,jacket,6114200000,610190900000,0.14,0,0.01,0.13,,充电手电筒,Rechargeable flashlight,8513.10.10,18.00,0.21,0.03
,棉制针织女式开襟衫,cotton knit women's cardigan,6110200091,39269099000,0.15,0.13,,,男童工装裤,overalls for boys,6203420010,610190900000,0.14,0,0.01,0.13,,激光手电筒,Laser flashlight,8513.10.10,18.00,0.21,0.03
,棉制针织女式马甲,cotton knit women's waistcoat,6110200091,39269099000,0.15,0.13,,,男童连体裤,Boys' romper,6203420010,610190900000,0.14,0,0.01,0.13,,手电筒套装,Flashlight kit,8513.10.10,18.00,0.21,0.03
,棉制针织女式套头衫,cotton knit women's pullover,6110200091,39269099000,0.15,0.13,,,男婴背带裤,baby boy overalls,6209200000,610190900000,0.14,0,0.01,0.13,,手摇手电筒,Hand flashlight,8513.10.10,18.00,0.21,0.03
,钓鱼背心,Fishing vest,6109900090,39269099000,0.15,0.13,,,女童背带裤,girl suspenders,6104620022,610190900000,0.14,0,0.01,0.13,,头戴式电筒,Head-mounted flashlight,8513.10.10,18.00,0.21,0.03
,女式马甲,Women's waistcoats,6114900000,39269099000,0.15,0.13,,,女式罩衣,Women's overalls,6211420000,610190900000,0.14,0,0.01,0.13,,手电筒配件,Flashlight parts,8513.90.00,16.00,0.21,0.03
,女式披风,Women's capes,6114900000,39269099000,0.15,0.13,,,女婴背带裙,baby girl suspenders,6209200000,610190900000,0.14,0,0.01,0.13,,交通信号灯配件,traffic signal parts,8530.90.00,12.60,0.21,0
,人造纤维针织男式开襟衫,man-made fiber knit men's cardigan,6110900000,39269099000,0.15,0.13,,,棉制梭织女式背心,cotton woven women's vest,6208910000,610220000000,0.14,0,0.01,0.13,,触摸灯,Touch light,8536.50.90,16.00,0.105,0
,涤纶制针织男式开襟衫,Polyester knit men's cardigan,6110900000,39269099000,0.15,0.13,,,大衣,coat,6102100000,610220000000,0.14,0,0.01,0.13,,插杆组合,Plunger assembly,8538.90.20,00.00,0.21,0.03
,腈纶制针织男式开襟衫,Acrylic knit men's cardigan,6110900000,39269099000,0.15,0.13,,,男式带帽衫,hoodie for men,6103320000,610220000000,0.14,0,0.01,0.13,,车灯灯泡,Headlight bulb,8539.22.00,18.00,0.21,0.03
,涤纶制针织男式马甲,Polyester knit men's waistcoat,6110900000,39269099000,0.15,0.13,,,女式带帽衫,hoodie for women,6114300000,610220000000,0.14,0,0.01,0.13,,钨丝,tungsten halogen fillnament,8539.10.90,18.00,0.21,0.03
,人造纤维针织男式套头衫,man-made fiber knit men's pullover,6110900000,39269099000,0.15,0.13,,,涤纶制梭织女式背心,Polyester woven women's vest,6208990000,610290000000,0.14,0,0.01,0.13,,卤素灯,metal halide lamps,8539.21.10,18.00,0.21,0.03
,涤纶制针织男式套头衫,Polyester knit men's pullover,6110900000,39269099000,0.15,0.13,,,涤纶制针织女式防风衣,Polyester knit women's windcheater,6102900000,610290000000,0.14,0,0.01,0.13,,冰箱灯,Refrigerator light,8539.22.00,18.00,0.21,0.03
,腈纶制针织男式套头衫,Acrylic knit men's pullover,6110900000,39269099000,0.15,0.13,,,男童防晒衣,sunscreen clothing for boys,6114300000,610290000000,0.14,0,0.01,0.13,,白炽灯,Incandescent lamps,8539.22.00,18.00,0.21,0.03
,人造纤维针织女式背心,man-made fiber knit women's vest,6109900010,39269099000,0.15,0.13,,,涤纶制针织男式西服套装,Polyester knit men's suit,6103109000,610310900000,0.14,0,0.01,0.13,,检测用弧光灯,Detect arc-lamps,8539.22.00,18.00,0.21,0.03
,涤纶制针织女式背心,Polyester knit women's vest,6109900010,39269099000,0.15,0.13,,,涤纶制针织女式保暖内衣,Polyester knit women's thermal underwear top,6108990000,610310900000,0.14,0,0.01,0.13,,转灯,Turning lights,8539.29.10,18.00,0.21,0.03
,锦纶制针织女式背心,nylon knit women's vest,6109900010,39269099000,0.15,0.13,,,涤纶制针织男式保暖内衣套装,Polyester knit men's Thermal underwear set,6107990000,610310900000,0.14,0,0.01,0.13,,荧光灯,fluorescent lamps,8539.29.90,18.00,0.21,0.03
,腈纶制针织女式背心,Acrylic knit women's vest,6109900010,39269099000,0.15,0.13,,,男式保暖衣,Men's thermal clothing,6109900090,610310900000,0.14,0,0.01,0.13,,钠灯,sodium lamps,8539.31.39,18.00,0.21,0.03
,氨纶制针织女式背心,spandex knit women's vest,6109900010,39269099000,0.15,0.13,,,男童连身裤,Boys' romper,6114200000,610323000000,0.14,0,0.01,0.13,,高压钠灯,High-pressure sodium lamp,8539.31.39,18.00,0.21,0.03
,涤纶制针织女式马甲,Polyester knit women's waistcoat,6110900000,39269099000,0.15,0.13,,,男式西装,Men's suit,6203120000,610329900000,0.14,0,0.01,0.13,,汞灯,mercury lamps,8539.31.39,18.00,0.21,0.03
,腈纶制针织女式马甲,Acrylic knit women's waistcoat,6110900000,39269099000,0.15,0.13,,,男童西装,boy's suit,6203120000,610329900000,0.14,0,0.01,0.13,,紫外线灯管,Ultraviolet lamp tube,8539.49.00,18.00,0.21,0.03
,人造纤维针织女式套头衫,man-made fiber knit women's pullover,6110900000,39269099000,0.15,0.13,,,男式套装,Men's suit,6203230000,610329900000,0.14,0,0.01,0.13,,手持紫外灯,Handheld UV light,8539.49.00,18.00,0.21,0.03
,涤纶制针织女式套头衫,Polyester knit women's pullover,6110900000,39269099000,0.15,0.13,,,办公套装,Office kit,3926100090,610329900000,0.14,0,0.01,0.13,,红外线指示灯,Infrared indicator light,8539.49.00,18.00,0.21,0.03
,锦纶制针织女式套头衫,nylon knit women's pullover,6110900000,39269099000,0.15,0.13,,,西装,Suits,6103101000,610329900000,0.14,0,0.01,0.13,,紫外线杀菌灯,Uv germicidal lamp,8539.49.00,18.00,0.21,0.03
,腈纶制针织女式套头衫,Acrylic knit women's pullover,6110900000,39269099000,0.15,0.13,,,男式西服,Men's suit,6103101000,610329900000,0.14,0,0.01,0.13,,矿灯,Mine lamps,8539.49.00,18.00,0.21,0.03
,氨纶制针织女式套头衫,spandex knit women's pullover,6110900000,39269099000,0.15,0.13,,,套装,Suit,6103220000,610329900000,0.14,0,0.01,0.13,,充电灯,The charging light,8539.49.00,18.00,0.21,0.03
,羊毛制针织女式套头衫,wool knit women's pullover,6110119050,39269099000,0.15,0.13,,,工作服,Work clothes,6103220000,610329900000,0.14,0,0.01,0.13,,LED灯泡,led light bulb,8539.49.00,18.00,0.21,0.03
,涤纶制针织女式西服套装,Polyester knit women's suit,6104130000,39269099000,0.15,0.13,,,便服套装,Casual suit,6103220000,610329900000,0.14,0,0.01,0.13,,LED发光模块,LED lighting module,8539.49.00,18.00,0.21,0.03
,婴儿袜子,Baby socks,6111200010,39269099000,0.15,0.13,,,童装套装,Children's suits,6103220000,610329900000,0.14,0,0.01,0.13,,植物生长灯,grow light,8539.49.00,18.00,0.21,0.03
,口水巾,drool towel,6111200090,39269099000,0.15,0.13,,,儿童便服套装,Kids' casual suit,6103220000,610329900000,0.14,0,0.01,0.13,,红外线手电筒,Infrared flashlight,8541.30.29,00.00,0.105,0
,男童外套,Boy's coat,6203320000,39269099000,0.15,0.13,,,男士休闲套装,Men's casual suit,6103220000,610329900000,0.14,0,0.01,0.13,,激光笔,Laser pointer,9013.20.00,02.00,0.21,0
,男童连体衣,boy's onesie,6211399000,39269099000,0.15,0.13,,,男童便服套装,Casual suit for boys,6103220000,610329900000,0.14,0,0.01,0.13,,紫光灯,light,9405.19.90,35.00,0.21,0.03
,婴儿连体衣,Baby jumpsuit,6111300000,39269099000,0.15,0.13,,,男童休闲套装,Boys' casual suit,6103220000,610329900000,0.14,0,0.01,0.13,,吊顶灯,ceiling light,9405.19.90,35.00,0.21,0.03
,婴儿服装,Baby clothing,6111300000,39269099000,0.15,0.13,,,男童印花套装,Printed suit for boys,6103220000,610329900000,0.14,0,0.01,0.13,,墙壁灯,wall light,9405.19.90,35.00,0.21,0.03
,婴儿连衣裙,Baby dresses,6111300000,39269099000,0.15,0.13,,,男童便服两件套,Two-piece casual suit for boys,6103220000,610329900000,0.14,0,0.01,0.13,,吸顶灯,ceiling lamps,9405.19.90,35.00,0.21,0.03
,哈衣,sweater,6111300000,39269099000,0.15,0.13,,,男童背心两件套,Two-piece vest set for boys,6103220000,610329900000,0.14,0,0.01,0.13,,马灯,Horse lamp,9405.19.90,35.00,0.21,0.03
,婴儿围兜,Baby bib,4015909000,39269099000,0.15,0.13,,,成人套装,suit for adults,6207220000,610329900000,0.14,0,0.01,0.13,,安全灯,lamp,9405.19.90,35.00,0.21,0.03
,宝宝服,Baby clothes,6111200090,39269099000,0.15,0.13,,,沙滩裤,Beach pants,6211110000,610343000000,0.14,0,0.01,0.13,,床头灯,bedside lamp,9405.19.90,35.00,0.21,0.03
,婴儿裤,Baby pants,6111900000,39269099000,0.15,0.13,,,男式短裤,men's shorts,6103430020,610349000000,0.14,0,0.01,0.13,,落地灯,floor lamp,9405.19.90,35.00,0.21,0.03
,婴儿装,Baby clothes,6111300000,39269099000,0.15,0.13,,,涤纶制针织女式保暖内衣裤,Polyester knit women's thermal pants,6108920000,610349000000,0.14,0,0.01,0.13,,台灯,desk lamp,9405.19.90,35.00,0.21,0.03
,婴儿外套,Baby coats,6111300000,39269099000,0.15,0.13,,,氨纶制针织女式保暖内衣裤,spandex knit women's thermal pants,6108920000,610349000000,0.14,0,0.01,0.13,,LED落地灯,LED floor lamp,9405.19.90,35.00,0.21,0.03
,婴儿防寒外套,Baby warm coat,6111300000,39269099000,0.15,0.13,,,涤纶制针织男式保暖内衣裤,Polyester knit men's thermal pants,6107990000,610349000000,0.14,0,0.01,0.13,,LED台灯,LED desk lamp,9405.19.90,35.00,0.21,0.03
,婴儿背心,Baby tank top,6111200090,39269099000,0.15,0.13,,,男式工装裤,men's bib overall,6103410000,610349000000,0.14,0,0.01,0.13,,激光灯,laser,9405.39.00,18.00,0.21,0.03
,男童游戏装,Boys' playwear,6110300011,39269099000,0.15,0.13,,,女式西服套装,Women's suit,6204110000,610413000000,0.14,0,0.01,0.13,,黑光灯,Black light lamp,9405.39.00,18.00,0.21,0.03
,婴儿夹克套装,Baby jacket set,6111300000,39269099000,0.15,0.13,,,女士套装,Women's suit,6204120000,610413000000,0.14,0,0.01,0.13,,紫外线灯,ultra-violet lamps,9405.39.00,18.00,0.21,0.03
,婴儿长裤,Baby pants,6111900000,39269099000,0.15,0.13,,,女童西服套装,Girls' suit,6204120000,610413000000,0.14,0,0.01,0.13,,紫外线灯具,Uv light fixture,9405.39.00,18.00,0.21,0.03
,婴儿短裤,Baby shorts,6111200090,39269099000,0.15,0.13,,,男式礼服,Men's formal dress,6203310000,610419100000,0.14,0,0.01,0.13,,聚光灯,Spotlight,9405.39.00,18.00,0.21,0.03
,婴儿毛衫,Baby sweater,6111900000,39269099000,0.15,0.13,,,女士西装,Women's suit,6204120000,610419200000,0.14,0,0.01,0.13,,舞台投影灯,Stage projection lights,9405.39.00,18.00,0.21,0.03
,婴儿连衫裤,Baby jumpsuits,6111900000,39269099000,0.15,0.13,,,女式西服,Women's suit,6204120000,610419200000,0.14,0,0.01,0.13,,甲板灯,Deck light,9405.39.00,18.00,0.21,0.03
,婴儿短大衣,Baby topper,6111200090,39269099000,0.15,0.13,,,西服两件套,Two-piece suit,6204130000,610419200000,0.14,0,0.01,0.13,,闪电灯,Lightning light,9405.39.00,18.00,0.21,0.03
,婴儿九分裤,Baby cropped pants,6111200090,39269099000,0.15,0.13,,,女士西服套装,Women's suit,6204130000,610419200000,0.14,0,0.01,0.13,,太阳能灯具,Solar light fixtures,9405.39.00,18.00,0.21,0.03
,婴儿口水巾,Baby drool towel,6111200090,39269099000,0.15,0.13,,,马甲,waistcoat,6211439000,610419900000,0.14,0,0.01,0.13,,手灯,Hand lamp,9405.39.00,18.00,0.21,0.03
,婴儿拉链衫,Zip top for baby,6111200090,39269099000,0.15,0.13,,,女式便服套装,Women's casual suit,6204210000,610419900000,0.14,0,0.01,0.13,,手提灯,Hand lamp,9405.39.00,18.00,0.21,0.03
,婴儿连身衣,Baby jumpsuit,6111200090,39269099000,0.15,0.13,,,女式休闲西装,Women's casual suits,6204320000,610419900000,0.14,0,0.01,0.13,,野营灯,Camping lights,9405.39.00,18.00,0.21,0.03
