返回目录,Unnamed: 1,云途大货18000专线挂号（特惠带电）,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,云途全球专线挂号（标快普货）,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,云途中包专线挂号（特惠普货）,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
,,美国,92220,92220,偏远区域,40,,,,,,,,美国,71940,71941,偏远区域,40
,,美国,92227,92227,偏远区域,40,,,,,,,,美国,71944,71945,偏远区域,40
,,美国,92236,92236,偏远区域,40,,,,,,,,美国,71949,71950,偏远区域,40
,,美国,92240,92241,偏远区域,40,,,,,,,,美国,71952,71952,偏远区域,40
,,美国,92243,92243,偏远区域,40,,,,,,,,美国,74740,74741,偏远区域,40
,,美国,92249,92249,偏远区域,40,,,,,,,,美国,74743,74743,偏远区域,40
,,美国,92251,92251,偏远区域,40,,,,,,,,美国,74750,74750,偏远区域,40
,,美国,92273,92273,偏远区域,40,,,,,,,,美国,74754,74754,偏远区域,40
,,美国,92275,92276,偏远区域,40,,,,,,,,美国,74764,74764,偏远区域,40
,,美国,92278,92278,偏远区域,40,,,,,,,,美国,74801,74801,偏远区域,40
,,美国,92284,92284,偏远区域,40,,,,,,,,美国,74824,74825,偏远区域,40
,,美国,92286,92286,偏远区域,40,,,,,,,,美国,74827,74827,偏远区域,40
,,美国,92307,92308,偏远区域,40,,,,,,,,美国,74829,74829,偏远区域,40
,,美国,92311,92312,偏远区域,40,,,,,,,,美国,74831,74834,偏远区域,40
,,美国,92315,92315,偏远区域,40,,,,,,,,美国,74836,74836,偏远区域,40
,,美国,92317,92317,偏远区域,40,,,,,,,,美国,74840,74840,偏远区域,40
,,美国,92325,92326,偏远区域,40,,,,,,,,美国,74842,74844,偏远区域,40
,,美国,92344,92344,偏远区域,40,,,,,,,,美国,74848,74850,偏远区域,40
,,美国,92352,92352,偏远区域,40,,,,,,,,美国,74852,74852,偏远区域,40
,,美国,92358,92359,偏远区域,40,,,,,,,,美国,74854,74856,偏远区域,40
,,美国,92372,92372,偏远区域,40,,,,,,,,美国,74859,74860,偏远区域,40
,,美国,92386,92386,偏远区域,40,,,,,,,,美国,74864,74866,偏远区域,40
,,美国,92391,92391,偏远区域,40,,,,,,,,美国,74869,74869,偏远区域,40
,,美国,92393,92393,偏远区域,40,,,,,,,,美国,74872,74873,偏远区域,40
,,美国,06751,06751,偏远区域,40,,,,,,,,美国,74875,74875,偏远区域,40
,,美国,06759,06759,偏远区域,40,,,,,,,,美国,74880,74881,偏远区域,40
,,美国,06762,06762,偏远区域,40,,,,,,,,美国,74883,74884,偏远区域,40
,,美国,06776,06776,偏远区域,40,,,,,,,,美国,74932,74932,偏远区域,40
,,美国,06778,06779,偏远区域,40,,,,,,,,美国,78850,78850,偏远区域,40
,,美国,06782,06782,偏远区域,40,,,,,,,,美国,78852,78852,偏远区域,40
,,美国,06786,06787,偏远区域,40,,,,,,,,美国,78861,78861,偏远区域,40
,,美国,06790,06791,偏远区域,40,,,,,,,,美国,78870,78870,偏远区域,40
,,美国,06793,06793,偏远区域,40,,,,,,,,美国,78872,78872,偏远区域,40
,,美国,06795,06795,偏远区域,40,,,,,,,,美国,78877,78877,偏远区域,40
,,美国,06798,06798,偏远区域,40,,,,,,,,美国,78879,78879,偏远区域,40
,,美国,06801,06801,偏远区域,40,,,,,,,,美国,78881,78881,偏远区域,40
,,美国,06812,06812,偏远区域,40,,,,,,,,美国,78883,78883,偏远区域,40
,,美国,06840,06840,偏远区域,40,,,,,,,,美国,78885,78886,偏远区域,40
,,美国,06877,06877,偏远区域,40,,,,,,,,美国,78931,78931,偏远区域,40
,,美国,06883,06883,偏远区域,40,,,,,,,,美国,78934,78934,偏远区域,40
,,美国,06896,06897,偏远区域,40,,,,,,,,美国,78938,78938,偏远区域,40
,,美国,06903,06903,偏远区域,40,,,,,,,,美国,78941,78945,偏远区域,40
,,美国,07005,07005,偏远区域,40,,,,,,,,美国,78947,78947,偏远区域,40
,,美国,07045,07045,偏远区域,40,,,,,,,,美国,78952,78952,偏远区域,40
,,美国,07416,07416,偏远区域,40,,,,,,,,美国,78954,78954,偏远区域,40
,,美国,07418,07419,偏远区域,40,,,,,,,,美国,78957,78957,偏远区域,40
,,美国,07421,07422,偏远区域,40,,,,,,,,美国,78962,78963,偏远区域,40
,,美国,07438,07439,偏远区域,40,,,,,,,,美国,79001,79001,偏远区域,40
,,美国,07456,07456,偏远区域,40,,,,,,,,美国,79003,79003,偏远区域,40
,,美国,07461,07462,偏远区域,40,,,,,,,,美国,79005,79005,偏远区域,40
,,美国,07465,07465,偏远区域,40,,,,,,,,美国,79009,79009,偏远区域,40
,,美国,07480,07480,偏远区域,40,,,,,,,,美国,79013,79013,偏远区域,40
,,美国,07710,07710,偏远区域,40,,,,,,,,美国,79019,79019,偏远区域,40
,,美国,07716,07717,偏远区域,40,,,,,,,,美国,79021,79022,偏远区域,40
,,美国,07719,07720,偏远区域,40,,,,,,,,美国,79024,79025,偏远区域,40
,,美国,13795,13795,偏远区域,40,,,,,,,,美国,79027,79027,偏远区域,40
,,美国,13802,13802,偏远区域,40,,,,,,,,美国,79031,79031,偏远区域,40
,,美国,13814,13815,偏远区域,40,,,,,,,,美国,79035,79036,偏远区域,40
,,美国,13820,13820,偏远区域,40,,,,,,,,美国,79039,79039,偏远区域,40
,,美国,13826,13827,偏远区域,40,,,,,,,,美国,79041,79041,偏远区域,40
,,美国,13833,13834,偏远区域,40,,,,,,,,美国,83632,83633,偏远区域,40
,,美国,13837,13838,偏远区域,40,,,,,,,,美国,83635,83635,偏远区域,40
,,美国,13840,13840,偏远区域,40,,,,,,,,美国,83637,83639,偏远区域,40
,,美国,13845,13845,偏远区域,40,,,,,,,,美国,83641,83641,偏远区域,40
,,美国,13861,13861,偏远区域,40,,,,,,,,美国,83643,83643,偏远区域,40
,,美国,14001,14001,偏远区域,40,,,,,,,,美国,83645,83645,偏远区域,40
,,美国,14005,14005,偏远区域,40,,,,,,,,美国,83647,83647,偏远区域,40
,,美国,14009,14009,偏远区域,40,,,,,,,,美国,83654,83655,偏远区域,40
,,美国,14011,14011,偏远区域,40,,,,,,,,美国,83660,83661,偏远区域,40
,,美国,14020,14020,偏远区域,40,,,,,,,,美国,83672,83672,偏远区域,40
,,美国,14025,14025,偏远区域,40,,,,,,,,美国,83676,83677,偏远区域,40
,,美国,14027,14027,偏远区域,40,,,,,,,,美国,83801,83801,偏远区域,40
,,美国,14029,14030,偏远区域,40,,,,,,,,美国,83803,83806,偏远区域,40
,,美国,14033,14033,偏远区域,40,,,,,,,,美国,83809,83813,偏远区域,40
,,美国,14036,14036,偏远区域,40,,,,,,,,美国,83821,83822,偏远区域,40
,,美国,14041,14041,偏远区域,40,,,,,,,,美国,83825,83825,偏远区域,40
,,美国,14057,14057,偏远区域,40,,,,,,,,美国,83830,83830,偏远区域,40
,,美国,14061,14061,偏远区域,40,,,,,,,,美国,83832,83834,偏远区域,40
,,美国,14063,14063,偏远区域,40,,,,,,,,美国,83836,83836,偏远区域,40
,,美国,14070,14070,偏远区域,40,,,,,,,,美国,83839,83842,偏远区域,40
,,美国,14080,14081,偏远区域,40,,,,,,,,美国,83845,83846,偏远区域,40
,,美国,14103,14103,偏远区域,40,,,,,,,,美国,93212,93212,偏远区域,40
,,美国,14105,14105,偏远区域,40,,,,,,,,美国,93216,93216,偏远区域,40
,,美国,14108,14108,偏远区域,40,,,,,,,,美国,93218,93219,偏远区域,40
,,美国,14111,14111,偏远区域,40,,,,,,,,美国,93224,93225,偏远区域,40
,,美国,14126,14126,偏远区域,40,,,,,,,,美国,93234,93234,偏远区域,40
,,美国,14129,14129,偏远区域,40,,,,,,,,美国,93237,93240,偏远区域,40
,,美国,14131,14133,偏远区域,40,,,,,,,,美国,93242,93244,偏远区域,40
,,美国,17842,17842,偏远区域,40,,,,,,,,美国,93249,93250,偏远区域,40
,,美国,17844,17844,偏远区域,40,,,,,,,,美国,93254,93254,偏远区域,40
,,美国,17846,17847,偏远区域,40,,,,,,,,美国,93256,93256,偏远区域,40
,,美国,17850,17851,偏远区域,40,,,,,,,,美国,93261,93262,偏远区域,40
,,美国,17855,17858,偏远区域,40,,,,,,,,美国,93266,93268,偏远区域,40
,,美国,17860,17860,偏远区域,40,,,,,,,,美国,93270,93270,偏远区域,40
,,美国,17864,17864,偏远区域,40,,,,,,,,美国,93272,93272,偏远区域,40
,,美国,17872,17872,偏远区域,40,,,,,,,,美国,93276,93276,偏远区域,40
,,美国,17876,17876,偏远区域,40,,,,,,,,美国,93280,93280,偏远区域,40
,,美国,17880,17882,偏远区域,40,,,,,,,,美国,93286,93286,偏远区域,40
,,美国,17889,17889,偏远区域,40,,,,,,,,美国,93424,93424,偏远区域,40
,,美国,17921,17922,偏远区域,40,,,,,,,,美国,93428,93430,偏远区域,40
,,美国,17925,17925,偏远区域,40,,,,,,,,美国,93432,93432,偏远区域,40
,,美国,17932,17936,偏远区域,40,,,,,,,,美国,93441,93441,偏远区域,40
,,美国,17942,17943,偏远区域,40,,,,,,,,美国,93450,93452,偏远区域,40
,,美国,17945,17946,偏远区域,40,,,,,,,,美国,93461,93461,偏远区域,40
,,美国,17948,17949,偏远区域,40,,,,,,,,美国,93501,93501,偏远区域,40
,,美国,17951,17951,偏远区域,40,,,,,,,,美国,93505,93505,偏远区域,40
,,美国,17959,17959,偏远区域,40,,,,,,,,美国,93510,93510,偏远区域,40
,,美国,17963,17963,偏远区域,40,,,,,,,,美国,98350,98351,偏远区域,40
,,美国,17966,17967,偏远区域,40,,,,,,,,美国,98355,98358,偏远区域,40
,,美国,17974,17974,偏远区域,40,,,,,,,,美国,98360,98360,偏远区域,40
,,美国,17976,17976,偏远区域,40,,,,,,,,美国,98364,98365,偏远区域,40
,,美国,17978,17979,偏远区域,40,,,,,,,,美国,98376,98377,偏远区域,40
,,美国,24277,24277,偏远区域,40,,,,,,,,美国,98380,98380,偏远区域,40
,,美国,24290,24290,偏远区域,40,,,,,,,,美国,98394,98394,偏远区域,40
,,美国,24293,24293,偏远区域,40,,,,,,,,美国,98396,98397,偏远区域,40
,,美国,24301,24301,偏远区域,40,,,,,,,,美国,98527,98527,偏远区域,40
,,美国,24311,24311,偏远区域,40,,,,,,,,美国,98530,98530,偏远区域,40
,,美国,24316,24316,偏远区域,40,,,,,,,,美国,98533,98533,偏远区域,40
,,美国,24333,24333,偏远区域,40,,,,,,,,美国,98535,98538,偏远区域,40
,,美国,24354,24354,偏远区域,40,,,,,,,,美国,98541,98542,偏远区域,40
,,美国,24382,24382,偏远区域,40,,,,,,,,美国,98546,98548,偏远区域,40
,,美国,24412,24412,偏远区域,40,,,,,,,,美国,98550,98550,偏远区域,40
,,美国,24415,24416,偏远区域,40,,,,,,,,美国,98554,98555,偏远区域,40
,,美国,24431,24431,偏远区域,40,,,,,,,,美国,98557,98557,偏远区域,40
,,美国,24437,24437,偏远区域,40,,,,,,,,美国,98561,98566,偏远区域,40
,,美国,24440,24441,偏远区域,40,,,,,,,,美国,98568,98568,偏远区域,40
,,美国,24450,24450,偏远区域,40,,,,,,,,美国,98570,98572,偏远区域,40
,,美国,24457,24457,偏远区域,40,,,,,,,,美国,04762,04762,偏远区域,40
,,美国,24467,24467,偏远区域,40,,,,,,,,美国,04764,04764,偏远区域,40
,,美国,24469,24469,偏远区域,40,,,,,,,,美国,04783,04783,偏远区域,40
,,美国,24471,24471,偏远区域,40,,,,,,,,美国,04841,04841,偏远区域,40
,,美国,24486,24486,偏远区域,40,,,,,,,,美国,04848,04848,偏远区域,40
,,美国,24517,24517,偏远区域,40,,,,,,,,美国,04852,04853,偏远区域,40
,,美国,24523,24523,偏远区域,40,,,,,,,,美国,04911,04911,偏远区域,40
,,美国,24527,24527,偏远区域,40,,,,,,,,美国,04924,04924,偏远区域,40
,,美国,24540,24541,偏远区域,40,,,,,,,,美国,04936,04936,偏远区域,40
,,美国,24543,24543,偏远区域,40,,,,,,,,美国,04941,04943,偏远区域,40
,,美国,24550,24550,偏远区域,40,,,,,,,,美国,04955,04955,偏远区域,40
,,美国,24570,24570,偏远区域,40,,,,,,,,美国,04958,04958,偏远区域,40
,,美国,24572,24572,偏远区域,40,,,,,,,,美国,04970,04970,偏远区域,40
,,美国,24581,24581,偏远区域,40,,,,,,,,美国,04982,04982,偏远区域,40
,,美国,24588,24588,偏远区域,40,,,,,,,,美国,04985,04985,偏远区域,40
,,美国,24601,24601,偏远区域,40,,,,,,,,美国,04989,04989,偏远区域,40
,,美国,24605,24606,偏远区域,40,,,,,,,,美国,05076,05076,偏远区域,40
,,美国,24612,24612,偏远区域,40,,,,,,,,美国,05084,05084,偏远区域,40
,,美国,24635,24635,偏远区域,40,,,,,,,,美国,05440,05440,偏远区域,40
,,美国,24637,24637,偏远区域,40,,,,,,,,美国,05448,05448,偏远区域,40
,,美国,24641,24641,偏远区域,40,,,,,,,,美国,05483,05483,偏远区域,40
,,美国,24701,24701,偏远区域,40,,,,,,,,美国,05485,05485,偏远区域,40
,,美国,30125,30125,偏远区域,40,,,,,,,,美国,05487,05487,偏远区域,40
,,美国,30129,30129,偏远区域,40,,,,,,,,美国,05824,05824,偏远区域,40
,,美国,30132,30132,偏远区域,40,,,,,,,,美国,05840,05840,偏远区域,40
,,美国,30140,30140,偏远区域,40,,,,,,,,美国,05845,05845,偏远区域,40
,,美国,30143,30143,偏远区域,40,,,,,,,,美国,05853,05853,偏远区域,40
,,美国,30145,30145,偏远区域,40,,,,,,,,美国,05867,05867,偏远区域,40
,,美国,30149,30150,偏远区域,40,,,,,,,,美国,05901,05901,偏远区域,40
,,美国,30153,30153,偏远区域,40,,,,,,,,美国,05905,05905,偏远区域,40
,,美国,30157,30157,偏远区域,40,,,,,,,,美国,06244,06244,偏远区域,40
,,美国,30161,30162,偏远区域,40,,,,,,,,美国,06390,06390,偏远区域,40
,,美国,30165,30165,偏远区域,40,,,,,,,,美国,07881,07881,偏远区域,40
,,美国,30172,30172,偏远区域,40,,,,,,,,美国,08349,08349,偏远区域,40
,,美国,30179,30179,偏远区域,40,,,,,,,,美国,11770,11770,偏远区域,40
,,美国,30187,30187,偏远区域,40,,,,,,,,美国,11965,11965,偏远区域,40
,,美国,30215,30215,偏远区域,40,,,,,,,,美国,12116,12116,偏远区域,40
,,美国,30223,30224,偏远区域,40,,,,,,,,美国,12131,12131,偏远区域,40
,,美国,30228,30228,偏远区域,40,,,,,,,,美国,36756,36756,偏远区域,40
,,美国,30233,30233,偏远区域,40,,,,,,,,美国,36761,36761,偏远区域,40
,,美国,30241,30241,偏远区域,40,,,,,,,,美国,36767,36768,偏远区域,40
,,美国,30248,30248,偏远区域,40,,,,,,,,美国,36776,36776,偏远区域,40
,,美国,30250,30250,偏远区域,40,,,,,,,,美国,36785,36786,偏远区域,40
,,美国,30252,30252,偏远区域,40,,,,,,,,美国,36793,36793,偏远区域,40
,,美国,30261,30261,偏远区域,40,,,,,,,,美国,36855,36855,偏远区域,40
,,美国,30263,30264,偏远区域,40,,,,,,,,美国,36858,36858,偏远区域,40
,,美国,30268,30268,偏远区域,40,,,,,,,,美国,36860,36860,偏远区域,40
,,美国,30271,30273,偏远区域,40,,,,,,,,美国,36901,36901,偏远区域,40
,,美国,30275,30277,偏远区域,40,,,,,,,,美国,36908,36908,偏远区域,40
,,美国,30281,30281,偏远区域,40,,,,,,,,美国,36912,36912,偏远区域,40
,,美国,30290,30290,偏远区域,40,,,,,,,,美国,36915,36915,偏远区域,40
,,美国,30298,30298,偏远区域,40,,,,,,,,美国,36919,36919,偏远区域,40
,,美国,30401,30401,偏远区域,40,,,,,,,,美国,36922,36922,偏远区域,40
,,美国,30415,30415,偏远区域,40,,,,,,,,美国,37012,37012,偏远区域,40
,,美国,30417,30417,偏远区域,40,,,,,,,,美国,37058,37058,偏远区域,40
,,美国,37331,37331,偏远区域,40,,,,,,,,美国,37096,37097,偏远区域,40
,,美国,37336,37336,偏远区域,40,,,,,,,,美国,37140,37140,偏远区域,40
,,美国,37341,37341,偏远区域,40,,,,,,,,美国,37144,37145,偏远区域,40
,,美国,37349,37349,偏远区域,40,,,,,,,,美国,37150,37150,偏远区域,40
,,美国,37352,37352,偏远区域,40,,,,,,,,美国,37175,37175,偏远区域,40
,,美国,37354,37355,偏远区域,40,,,,,,,,美国,37301,37301,偏远区域,40
,,美国,37373,37373,偏远区域,40,,,,,,,,美国,37308,37309,偏远区域,40
,,美国,37377,37377,偏远区域,40,,,,,,,,美国,37325,37325,偏远区域,40
,,美国,37379,37379,偏远区域,40,,,,,,,,美国,37332,37332,偏远区域,40
,,美国,37388,37389,偏远区域,40,,,,,,,,美国,37335,37335,偏远区域,40
,,美国,37394,37394,偏远区域,40,,,,,,,,美国,37365,37365,偏远区域,40
,,美国,37398,37398,偏远区域,40,,,,,,,,美国,37367,37367,偏远区域,40
,,美国,37616,37616,偏远区域,40,,,,,,,,美国,37376,37376,偏远区域,40
,,美国,37618,37618,偏远区域,40,,,,,,,,美国,37383,37383,偏远区域,40
,,美国,37641,37644,偏远区域,40,,,,,,,,美国,37385,37385,偏远区域,40
,,美国,37656,37656,偏远区域,40,,,,,,,,美国,37387,37387,偏远区域,40
,,美国,37690,37690,偏远区域,40,,,,,,,,美国,37391,37391,偏远区域,40
,,美国,37692,37692,偏远区域,40,,,,,,,,美国,37396,37396,偏远区域,40
,,美国,37694,37694,偏远区域,40,,,,,,,,美国,37640,37640,偏远区域,40
,,美国,37709,37709,偏远区域,40,,,,,,,,美国,58357,58357,偏远区域,40
,,美国,37711,37711,偏远区域,40,,,,,,,,美国,58361,58361,偏远区域,40
,,美国,37719,37719,偏远区域,40,,,,,,,,美国,58365,58365,偏远区域,40
,,美国,37725,37725,偏远区域,40,,,,,,,,美国,58369,58369,偏远区域,40
,,美国,37737,37738,偏远区域,40,,,,,,,,美国,58374,58374,偏远区域,40
,,美国,37742,37744,偏远区域,40,,,,,,,,美国,58377,58377,偏远区域,40
,,美国,37748,37748,偏远区域,40,,,,,,,,美国,58381,58382,偏远区域,40
,,美国,37757,37757,偏远区域,40,,,,,,,,美国,58385,58386,偏远区域,40
,,美国,37760,37760,偏远区域,40,,,,,,,,美国,58413,58413,偏远区域,40
,,美国,37763,37763,偏远区域,40,,,,,,,,美国,58416,58416,偏远区域,40
,,美国,37766,37766,偏远区域,40,,,,,,,,美国,58418,58418,偏远区域,40
,,美国,37771,37772,偏远区域,40,,,,,,,,美国,58422,58424,偏远区域,40
,,美国,37774,37774,偏远区域,40,,,,,,,,美国,58426,58426,偏远区域,40
,,美国,44681,44683,偏远区域,40,,,,,,,,美国,58429,58429,偏远区域,40
,,美国,44688,44690,偏远区域,40,,,,,,,,美国,58431,58431,偏远区域,40
,,美国,44693,44693,偏远区域,40,,,,,,,,美国,58438,58440,偏远区域,40
,,美国,44697,44697,偏远区域,40,,,,,,,,美国,58443,58443,偏远区域,40
,,美国,44730,44730,偏远区域,40,,,,,,,,美国,58445,58445,偏远区域,40
,,美国,44801,44801,偏远区域,40,,,,,,,,美国,58451,58451,偏远区域,40
,,美国,44809,44809,偏远区域,40,,,,,,,,美国,58456,58456,偏远区域,40
,,美国,44811,44811,偏远区域,40,,,,,,,,美国,58460,58460,偏远区域,40
,,美国,44813,44816,偏远区域,40,,,,,,,,美国,58466,58467,偏远区域,40
,,美国,44820,44820,偏远区域,40,,,,,,,,美国,58472,58472,偏远区域,40
,,美国,44822,44822,偏远区域,40,,,,,,,,美国,58475,58475,偏远区域,40
,,美国,44824,44825,偏远区域,40,,,,,,,,美国,58478,58478,偏远区域,40
,,美国,44827,44827,偏远区域,40,,,,,,,,美国,58480,58481,偏远区域,40
,,美国,44830,44830,偏远区域,40,,,,,,,,美国,58483,58483,偏远区域,40
,,美国,44833,44833,偏远区域,40,,,,,,,,美国,58486,58488,偏远区域,40
,,美国,44838,44838,偏远区域,40,,,,,,,,美国,58490,58490,偏远区域,40
,,美国,44842,44843,偏远区域,40,,,,,,,,美国,58494,58494,偏远区域,40
,,美国,44845,44848,偏远区域,40,,,,,,,,美国,58496,58496,偏远区域,40
,,美国,44850,44850,偏远区域,40,,,,,,,,美国,68778,68778,偏远区域,40
,,美国,44854,44854,偏远区域,40,,,,,,,,美国,68813,68813,偏远区域,40
,,美国,44856,44856,偏远区域,40,,,,,,,,美国,68821,68821,偏远区域,40
,,美国,44859,44859,偏远区域,40,,,,,,,,美国,68823,68823,偏远区域,40
,,美国,44861,44861,偏远区域,40,,,,,,,,美国,68828,68828,偏远区域,40
,,美国,44865,44866,偏远区域,40,,,,,,,,美国,68833,68834,偏远区域,40
,,美国,44874,44875,偏远区域,40,,,,,,,,美国,68855,68855,偏远区域,40
,,美国,44878,44878,偏远区域,40,,,,,,,,美国,68859,68860,偏远区域,40
,,美国,44880,44880,偏远区域,40,,,,,,,,美国,68871,68871,偏远区域,40
,,美国,49283,49283,偏远区域,40,,,,,,,,美国,68879,68879,偏远区域,40
,,美国,49285,49287,偏远区域,40,,,,,,,,美国,68926,68926,偏远区域,40
,,美国,49302,49302,偏远区域,40,,,,,,,,美国,68934,68934,偏远区域,40
,,美国,49307,49307,偏远区域,40,,,,,,,,美国,68936,68936,偏远区域,40
,,美国,49311,49312,偏远区域,40,,,,,,,,美国,68943,68943,偏远区域,40
,,美国,49314,49314,偏远区域,40,,,,,,,,美国,68946,68946,偏远区域,40
,,美国,49319,49319,偏远区域,40,,,,,,,,美国,68948,68948,偏远区域,40
,,美国,49323,49323,偏远区域,40,,,,,,,,美国,68972,68972,偏远区域,40
,,美国,49329,49331,偏远区域,40,,,,,,,,美国,68977,68977,偏远区域,40
,,美国,49333,49333,偏远区域,40,,,,,,,,美国,69020,69020,偏远区域,40
,,美国,49335,49335,偏远区域,40,,,,,,,,美国,69023,69024,偏远区域,40
,,美国,49337,49337,偏远区域,40,,,,,,,,美国,69026,69027,偏远区域,40
,,美国,49339,49339,偏远区域,40,,,,,,,,美国,69030,69030,偏远区域,40
,,美国,49344,49345,偏远区域,40,,,,,,,,美国,69032,69032,偏远区域,40
,,美国,49348,49348,偏远区域,40,,,,,,,,美国,69034,69034,偏远区域,40
,,美国,49404,49404,偏远区域,40,,,,,,,,美国,69037,69040,偏远区域,40
,,美国,49406,49406,偏远区域,40,,,,,,,,美国,69044,69046,偏远区域,40
,,美国,49409,49409,偏远区域,40,,,,,,,,美国,69121,69121,偏远区域,40
,,美国,49412,49413,偏远区域,40,,,,,,,,美国,69123,69123,偏远区域,40
,,美国,49415,49415,偏远区域,40,,,,,,,,美国,69127,69128,偏远区域,40
,,美国,49430,49431,偏远区域,40,,,,,,,,美国,69131,69132,偏远区域,40
,,美国,49434,49435,偏远区域,40,,,,,,,,美国,79056,79058,偏远区域,40
,,美国,49437,49437,偏远区域,40,,,,,,,,美国,79062,79062,偏远区域,40
,,美国,49440,49440,偏远区域,40,,,,,,,,美国,79078,79078,偏远区域,40
,,美国,49445,49445,偏远区域,40,,,,,,,,美国,79080,79080,偏远区域,40
,,美国,49448,49448,偏远区域,40,,,,,,,,美国,79083,79083,偏远区域,40
,,美国,49453,49453,偏远区域,40,,,,,,,,美国,79093,79094,偏远区域,40
,,美国,49457,49458,偏远区域,40,,,,,,,,美国,79220,79220,偏远区域,40
,,美国,49460,49461,偏远区域,40,,,,,,,,美国,79223,79223,偏远区域,40
,,美国,49601,49601,偏远区域,40,,,,,,,,美国,79229,79231,偏远区域,40
,,美国,57719,57719,偏远区域,40,,,,,,,,美国,79234,79234,偏远区域,40
,,美国,57751,57751,偏远区域,40,,,,,,,,美国,79239,79239,偏远区域,40
,,美国,57770,57770,偏远区域,40,,,,,,,,美国,79247,79248,偏远区域,40
,,美国,57783,57783,偏远区域,40,,,,,,,,美国,79251,79251,偏远区域,40
,,美国,58001,58001,偏远区域,40,,,,,,,,美国,79259,79259,偏远区域,40
,,美国,58012,58012,偏远区域,40,,,,,,,,美国,79324,79324,偏远区域,40
,,美国,58042,58042,偏远区域,40,,,,,,,,美国,79330,79330,偏远区域,40
,,美国,58074,58076,偏远区域,40,,,,,,,,美国,79345,79345,偏远区域,40
,,美国,58204,58205,偏远区域,40,,,,,,,,美国,79351,79351,偏远区域,40
,,美国,58401,58402,偏远区域,40,,,,,,,,美国,79376,79376,偏远区域,40
,,美国,58452,58452,偏远区域,40,,,,,,,,美国,79503,79503,偏远区域,40
,,美国,58554,58554,偏远区域,40,,,,,,,,美国,79518,79518,偏远区域,40
,,美国,58601,58602,偏远区域,40,,,,,,,,美国,79537,79537,偏远区域,40
,,美国,58701,58701,偏远区域,40,,,,,,,,美国,79540,79540,偏远区域,40
,,美国,58703,58704,偏远区域,40,,,,,,,,美国,79548,79548,偏远区域,40
,,美国,58707,58707,偏远区域,40,,,,,,,,美国,79566,79566,偏远区域,40
,,美国,58801,58803,偏远区域,40,,,,,,,,美国,79713,79713,偏远区域,40
,,美国,59036,59036,偏远区域,40,,,,,,,,美国,79721,79721,偏远区域,40
,,美国,59044,59044,偏远区域,40,,,,,,,,美国,79730,79730,偏远区域,40
,,美国,59106,59106,偏远区域,40,,,,,,,,美国,79734,79734,偏远区域,40
,,美国,59404,59404,偏远区域,40,,,,,,,,美国,79739,79739,偏远区域,40
,,美国,59414,59414,偏远区域,40,,,,,,,,美国,79741,79741,偏远区域,40
,,美国,59461,59461,偏远区域,40,,,,,,,,美国,79748,79748,偏远区域,40
,,美国,59477,59477,偏远区域,40,,,,,,,,美国,79754,79755,偏远区域,40
,,美国,59602,59602,偏远区域,40,,,,,,,,美国,79759,79759,偏远区域,40
,,美国,59635,59635,偏远区域,40,,,,,,,,美国,93504,93504,偏远区域,40
,,美国,59714,59717,偏远区域,40,,,,,,,,美国,93513,93513,偏远区域,40
,,美国,59756,59756,偏远区域,40,,,,,,,,美国,93517,93519,偏远区域,40
,,美国,59803,59803,偏远区域,40,,,,,,,,美国,93527,93527,偏远区域,40
,,美国,59812,59812,偏远区域,40,,,,,,,,美国,93530,93530,偏远区域,40
,,美国,70517,70517,偏远区域,40,,,,,,,,美国,93541,93541,偏远区域,40
,,美国,70519,70519,偏远区域,40,,,,,,,,美国,93544,93544,偏远区域,40
,,美国,70524,70526,偏远区域,40,,,,,,,,美国,93558,93558,偏远区域,40
,,美国,70528,70529,偏远区域,40,,,,,,,,美国,93563,93563,偏远区域,40
,,美国,70533,70533,偏远区域,40,,,,,,,,美国,93601,93602,偏远区域,40
,,美国,70535,70535,偏远区域,40,,,,,,,,美国,93605,93605,偏远区域,40
,,美国,70541,70541,偏远区域,40,,,,,,,,美国,93608,93608,偏远区域,40
,,美国,70546,70546,偏远区域,40,,,,,,,,美国,93623,93624,偏远区域,40
,,美国,70551,70551,偏远区域,40,,,,,,,,美国,93627,93627,偏远区域,40
,,美国,70555,70555,偏远区域,40,,,,,,,,美国,93641,93641,偏远区域,40
,,美国,70563,70563,偏远区域,40,,,,,,,,美国,93643,93643,偏远区域,40
,,美国,70576,70576,偏远区域,40,,,,,,,,美国,93651,93651,偏远区域,40
,,美国,70578,70578,偏远区域,40,,,,,,,,美国,93653,93653,偏远区域,40
,,美国,70611,70611,偏远区域,40,,,,,,,,美国,93664,93664,偏远区域,40
,,美国,70634,70634,偏远区域,40,,,,,,,,美国,93667,93667,偏远区域,40
,,美国,70640,70640,偏远区域,40,,,,,,,,美国,93675,93675,偏远区域,40
,,美国,70646,70646,偏远区域,40,,,,,,,,美国,93920,93920,偏远区域,40
,,美国,70659,70659,偏远区域,40,,,,,,,,美国,93932,93932,偏远区域,40
,,美国,70665,70665,偏远区域,40,,,,,,,,美国,93954,93954,偏远区域,40
,,美国,70668,70668,偏远区域,40,,,,,,,,美国,94020,94020,偏远区域,40
